Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating;
FIFA Soccer World Championship,PS2,2000,Sports,Electronic Arts,0.27,0.21,0.28,0.07,0.83,,,,,,;
NCAA Football 12,PS3,2011,Sports,Electronic Arts,0.78,0,0,0.05,0.83,82,17,5.8,41,EA Sports,E;
Brute Force,XB,2003,Shooter,Microsoft Game Studios,0.62,0.18,0.01,0.03,0.83,77,45,7.8,49,Digital Anvil,M;
Tiger Woods PGA Tour 11,PS3,2010,Sports,Electronic Arts,0.37,0.33,0,0.13,0.83,78,40,6.7,17,EA Sports,E;
Yu-Gi-Oh! Dark Duel Stories,GB,2000,Misc,Konami Digital Entertainment,0,0,0.83,0,0.83,,,,,,;
WWE SmackDown vs. Raw 2009,Wii,2008,Fighting,THQ,0.44,0.31,0,0.08,0.83,79,18,8.5,18,Yuke's,T;
The Game of Life,PS,1998,Misc,Unknown,0.46,0.31,0,0.05,0.83,,,,,,;
Mega Man Legends,PS,1997,Adventure,Capcom,0.39,0.26,0.12,0.05,0.83,,,,,,;
Sly 3: Honor Among Thieves,PS2,2005,Platform,Sony Computer Entertainment,0.69,0.03,0,0.11,0.83,83,59,8.8,130,Sucker Punch,E10+;
MLB SlugFest 20-03,PS2,N/A,Sports,Unknown,0.41,0.32,0,0.11,0.83,77,25,8.2,6,Midway,E;
Need for Speed: Nitro,Wii,2009,Racing,Electronic Arts,0.45,0.3,0,0.08,0.83,69,41,7.4,38,EA Montreal,E10+;
Street Fighter X Tekken,PS3,2012,Fighting,Capcom,0.42,0.21,0.1,0.09,0.83,84,51,5.3,191,Capcom,T;
MediEvil,PS,1998,Platform,Sony Computer Entertainment,0.46,0.31,0,0.05,0.83,,,,,,;
Casper,PS,1996,Adventure,Interplay,0.46,0.31,0,0.05,0.83,,,,,,;
Sid Meier's Civilization Revolution,X360,2008,Strategy,Take-Two Interactive,0.58,0.17,0,0.07,0.83,84,55,7.8,171,Firaxis Games,E10+;
Tales of the Abyss,3DS,2011,Role-Playing,Namco Bandai Games,0.43,0.19,0.14,0.06,0.83,75,33,7.6,197,Bandai Namco Games,T;
Dragon Age II,PS3,2011,Action,Electronic Arts,0.4,0.26,0.05,0.11,0.83,82,52,4.3,1197,BioWare,M;
Scooby-Doo! First Frights,DS,2009,Action,Warner Bros. Interactive Entertainment,0.6,0.16,0,0.07,0.82,,,,,,;
James Bond 007: Nightfire,XB,2002,Shooter,Electronic Arts,0.58,0.22,0,0.03,0.82,78,30,7.8,25,Eurocom Entertainment Software,T;
Tony Hawk's Pro Skater 3,GC,2001,Sports,Activision,0.64,0.17,0,0.02,0.82,91,27,9,27,Neversoft Entertainment,T;
Marvel: Ultimate Alliance,PS2,2006,Role-Playing,Activision,0.69,0.03,0,0.11,0.82,81,29,8.2,33,Raven Software,T;
DJ Hero 2,X360,2010,Misc,Activision,0.64,0.12,0,0.06,0.82,86,66,7.9,23,FreeStyleGames,T;
Harvest Moon: Tree of Tranquility,Wii,2007,Simulation,Rising Star Games,0.67,0.03,0.06,0.05,0.82,65,18,8.2,28,Marvelous Entertainment,E;
Tony Hawk's Underground 2 Remix,PSP,2005,Sports,Activision,0.46,0.21,0,0.15,0.82,83,49,8,34,Shaba Games,T;
Need for Speed: Hot Pursuit 2,XB,2002,Racing,Electronic Arts,0.68,0.11,0,0.03,0.82,75,18,6.4,15,EA Seattle,E;
Killer Instinct Gold,N64,1996,Fighting,Nintendo,0.61,0.19,0,0.01,0.82,,,,,,;
Clu Clu Land,NES,1984,Puzzle,Nintendo,0.42,0.1,0.28,0.02,0.82,,,,,,;
Karaoke Revolution Glee,Wii,2010,Misc,Konami Digital Entertainment,0.51,0.24,0,0.07,0.82,,,tbd,,Konami,T;
I Spy: Fun House,DS,2007,Puzzle,Scholastic Inc.,0.76,0,0,0.06,0.82,53,6,tbd,,Big Blue Bubble Inc.,E;
Amped: Freestyle Snowboarding,XB,2001,Sports,Microsoft Game Studios,0.69,0.11,0,0.02,0.82,78,30,9,20,Indie Built,E;
The Price is Right,Wii,2008,Misc,Ubisoft,0.76,0,0,0.06,0.82,,,4.3,9,Ludia Inc.,E;
Custer's Revenge,2600,1981,Action,Mystique,0.76,0.05,0,0.01,0.82,,,,,,;
Stranglehold,X360,2007,Shooter,Midway Games,0.4,0.33,0.01,0.09,0.82,77,59,7.6,91,Midway,M;
Rocket Power: Beach Bandits,PS2,2002,Platform,THQ,0.4,0.31,0,0.1,0.82,,,6.6,13,Evolution Games,E;
Shin Megami Tensei: Persona 4,PS2,2008,Role-Playing,Atlus,0.34,0.04,0.36,0.08,0.82,90,47,8.9,634,Atlus Co.,M;
Thief (2014),PS4,2014,Action,Square Enix,0.28,0.38,0.03,0.13,0.82,,,,,,;
The Lord of the Rings: War in the North,PS3,N/A,Action,Warner Bros. Interactive Entertainment,0.25,0.42,0.01,0.13,0.82,63,33,7,100,Snowblind Studios,M;
Dragon Warrior III,GB,2000,Role-Playing,Enix Corporation,0,0,0.81,0,0.81,,,,,,;
Ready 2 Rumble Boxing: Round 2,PS2,2000,Fighting,Midway Games,0.4,0.31,0,0.1,0.81,75,20,tbd,,Midway,T;
Dance Central 3,X360,2012,Misc,Microsoft Game Studios,0.57,0.18,0,0.06,0.81,86,43,8,45,Harmonix Music Systems,T;
Kamaitachi no Yoru,SNES,1994,Adventure,ChunSoft,0,0,0.81,0,0.81,,,,,,;
Imagine: Rock Star,DS,2008,Simulation,Ubisoft,0.4,0.33,0,0.09,0.81,,,tbd,,Gevo Entertainment,E;
Tales of Destiny II,PS,2000,Role-Playing,Namco Bandai Games,0.06,0.04,0.66,0.05,0.81,78,9,8.7,31,Namco,T;
Super Bomberman 2,SNES,1994,Puzzle,Hudson Soft,0,0,0.81,0,0.81,,,,,,;
NASCAR 2001,PS,2000,Racing,Electronic Arts,0.45,0.31,0,0.05,0.81,73,8,6.1,9,Black Box,E;
Twisted Metal (2012),PS3,2012,Action,Sony Computer Entertainment,0.67,0.07,0,0.08,0.81,,,,,,;
The Legend of Zelda: Four Swords Adventures,GC,2004,Action,Nintendo,0.63,0.16,0,0.02,0.81,86,55,7.2,74,Nintendo,E;
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999,Sports,Konami Digital Entertainment,0,0,0.76,0.05,0.81,,,,,,;
MediEvil: Resurrection,PSP,2005,Adventure,Sony Computer Entertainment,0.19,0.41,0,0.22,0.81,66,43,8.7,52,SCEE,T;
Valkyrie Profile,PS,1999,Role-Playing,Enix Corporation,0.07,0.05,0.63,0.05,0.81,81,8,8.8,37,Tri-Ace,T;
Shaun White Snowboarding,X360,N/A,Sports,Ubisoft,0.48,0.25,0,0.08,0.81,60,48,7.6,25,Ubisoft Montreal,T;
Patapon,PSP,2007,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.16,0.81,86,60,8.7,102,SCE Japan Studio,E;
Final Fantasy Type-0,PSP,2011,Role-Playing,Unknown,0,0,0.81,0,0.81,,,,,Square Enix,;
Mega Man,NES,1987,Platform,Capcom,0.45,0.08,0.27,0.01,0.81,,,,,,;
Army Men: Sarge's Heroes,N64,1999,Action,3DO,0.68,0.12,0,0.01,0.81,,,,,,;
Pro Evolution Soccer 2010,X360,2009,Sports,Konami Digital Entertainment,0.12,0.58,0.03,0.08,0.81,78,34,7.6,29,Konami,E;
Tom Clancy's Rainbow Six 3,PS2,2004,Shooter,Ubisoft,0.4,0.31,0,0.1,0.81,70,34,8.2,17,Ubisoft Shanghai,M;
Madden NFL 25,XOne,2013,Sports,Electronic Arts,0.67,0.05,0,0.08,0.81,73,18,5.9,111,EA Sports,E;
NCAA Football 10,PS3,2009,Sports,Electronic Arts,0.75,0,0,0.06,0.81,80,20,6.9,14,EA Tiburon,E;
EarthBound,SNES,1994,Role-Playing,Nintendo,0,0,0.81,0,0.81,,,,,,;
The Next Tetris,PS,1998,Puzzle,Atari,0.45,0.31,0,0.05,0.81,,,,,,;
Guitar Hero: Warriors of Rock,PS3,2010,Misc,Activision,0.33,0.34,0,0.13,0.81,74,46,7.1,30,Neversoft Entertainment,T;
Battle of Giants: Dinosaurs,DS,2008,Strategy,Ubisoft,0.37,0.35,0,0.09,0.81,,,7.2,9,Ubisoft Quebec,E;
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,1998,Sports,Konami Digital Entertainment,0,0,0.75,0.05,0.81,,,,,,;
Final Fantasy XI: Wings of the Goddess,PS2,2007,Role-Playing,Square Enix,0.35,0.27,0.09,0.09,0.81,,,tbd,,Square Enix,T;
The Sims 2,PS2,2005,Simulation,Electronic Arts,0.67,0.03,0,0.11,0.81,75,31,4.4,166,Maxis,T;
Dragon Ball: Raging Blast 2,PS3,2010,Fighting,Namco Bandai Games,0.42,0.18,0.11,0.09,0.81,60,27,7.5,63,Spike,T;
SingStar Vol. 2,PS3,2008,Misc,Sony Computer Entertainment,0.29,0.39,0,0.12,0.81,76,36,tbd,,SCEE London Studio,T;
Who wants to be a millionaire,PS,2000,Misc,Eidos Interactive,0.45,0.3,0,0.05,0.8,,,,,,;
Yakuza,PS2,2005,Action,Sega,0.03,0.02,0.74,0.01,0.8,75,58,8.2,73,Amusement Vision,M;
Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,2006,Action,Disney Interactive Studios,0.72,0.03,0,0.06,0.8,,,7,4,Gorilla Systems,E;
Star Wars Rogue Squadron III: Rebel Strike,GC,2003,Simulation,LucasArts,0.62,0.16,0,0.02,0.8,75,36,7.6,50,Factor 5,T;
Moto Racer,PS,1997,Racing,Electronic Arts,0.45,0.3,0,0.05,0.8,,,,,,;
Hitman: Contracts,PS2,2004,Shooter,Eidos Interactive,0.39,0.31,0,0.1,0.8,80,39,8.3,43,Io Interactive,M;
Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Puzzle,Level 5,0.2,0.26,0.3,0.04,0.8,79,69,8.5,99,Level 5,T;
Ben 10: Alien Force,Wii,2008,Action,Koch Media,0.52,0.21,0,0.07,0.8,45,6,7.8,11,Monkey Bar Games,E10+;
Final Fantasy Anthology,PS,1999,Role-Playing,Square EA,0.45,0.3,0,0.05,0.8,80,14,8.1,28,SquareSoft,T;
DiRT 2,X360,2009,Racing,Codemasters,0.32,0.39,0,0.09,0.8,87,65,8.2,110,Codemasters,T;
Prince of Persia: Warrior Within,XB,2004,Action,Ubisoft,0.48,0.28,0,0.04,0.8,83,55,7.5,35,Ubisoft Montreal,M;
Deca Sports 2,Wii,2009,Sports,Hudson Soft,0.31,0.33,0.09,0.07,0.8,49,7,tbd,,CAProduction,E;
Killzone: Mercenary,PSV,2013,Shooter,Sony Computer Entertainment Europe,0.2,0.39,0.04,0.17,0.8,78,86,8.9,513,Guerilla Cambridge,M;
Pro Evolution Soccer 2010,PSP,2009,Sports,Konami Digital Entertainment,0.09,0.33,0.2,0.18,0.8,72,9,4.6,5,Konami,E;
Guitar Hero: Metallica,X360,2009,Misc,Activision,0.52,0.2,0,0.07,0.8,84,62,8.1,79,Neversoft Entertainment,T;
Final Fantasy X / X-2 HD Remaster,PSV,2013,Role-Playing,Square Enix,0.16,0.24,0.28,0.12,0.8,86,14,8.5,223,Virtuos,T;
Super Robot Taisen α,PS,2000,Strategy,Banpresto,0,0,0.75,0.05,0.8,,,,,,;
Need for Speed: Hot Pursuit 2,GC,2002,Racing,Electronic Arts,0.68,0.09,0,0.02,0.8,68,16,8.3,15,EA Seattle,E;
PES 2009: Pro Evolution Soccer,PSP,N/A,Sports,Konami Digital Entertainment,0.04,0.33,0.26,0.17,0.8,,,,,,;
Hasbro Family Game Night 3,Wii,2010,Misc,Electronic Arts,0.46,0.27,0,0.07,0.8,,,tbd,,Electronic Arts,E;
Tales of Destiny 2,PS2,2002,Role-Playing,Namco Bandai Games,0,0,0.8,0,0.8,,,,,,;
Capcom's Soccer Shootout,SNES,1993,Sports,Nintendo,0,0,0.8,0,0.8,,,,,,;
Rayman Raving Rabbids 2,DS,2007,Misc,Ubisoft,0.73,0.01,0,0.06,0.8,57,8,7,15,Ubisoft Paris,E10+;
The Sims 2: Pets,PSP,2006,Simulation,Electronic Arts,0.19,0.38,0,0.22,0.79,57,9,7.3,10,Maxis,T;
Alien,2600,1981,Action,20th Century Fox Video Games,0.74,0.04,0,0.01,0.79,,,,,,;
Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Fighting,Atari,0.66,0.02,0,0.11,0.79,73,31,8.6,61,Spike,T;
Guitar Hero: Aerosmith,PS2,2008,Misc,Activision,0.61,0,0,0.18,0.79,71,11,6.3,15,BudCat,T;
Star Wars The Clone Wars: Republic Heroes,Wii,2009,Action,LucasArts,0.43,0.29,0,0.07,0.79,48,10,6.4,5,Krome Studios,T;
Ridge Racer,PS,1994,Racing,Sony Computer Entertainment,0,0,0.74,0.05,0.79,,,,,,;
pro evolution soccer 2011,PSP,2010,Sports,Konami Digital Entertainment,0.05,0.3,0.29,0.16,0.79,74,10,5.8,5,Konami,E;
Harvest Moon: A Wonderful Life,GC,2003,Role-Playing,Ubisoft,0.61,0.16,0,0.02,0.79,79,28,8.9,148,Marvelous,E;
All Star Cheer Squad,Wii,2008,Sports,THQ,0.43,0.29,0,0.08,0.79,,,5.2,10,Gorilla Games,E;
Momotarou Dentetsu 7,PS,1997,Simulation,Hudson Entertainment,0,0,0.74,0.05,0.79,,,,,,;
DmC: Devil May Cry,PS3,2013,Action,Capcom,0.24,0.26,0.19,0.1,0.79,85,40,5.3,1471,Ninja Theory,M;
Motocross Mania,PS,2001,Racing,Take-Two Interactive,0.44,0.3,0,0.05,0.79,34,6,5.3,6,Deibus Studios,E;
EA Sports Active NFL Training Camp,Wii,2010,Sports,Electronic Arts,0.75,0,0,0.05,0.79,,,tbd,,EA Sports,E;
Darksiders II,X360,2012,Action,THQ,0.45,0.27,0,0.07,0.79,83,63,8,456,Vigil Games,M;
Need for Speed Rivals,X360,2013,Racing,Electronic Arts,0.37,0.35,0.01,0.07,0.79,76,12,5.4,107,Ghost Games,E10+;
[Prototype 2],X360,2012,Action,Activision,0.48,0.24,0,0.07,0.79,74,69,7,173,Radical Entertainment,M;
Mega Man 5,NES,1992,Platform,Capcom,0.39,0.07,0.32,0.01,0.79,,,,,,;
WCW Mayhem,N64,1999,Fighting,Electronic Arts,0.63,0.15,0,0.01,0.79,,,,,,;
Dance Dance Revolution SuperNOVA 2,PS2,2007,Simulation,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79,70,10,tbd,,Konami,E10+;
Armored Core 2,PS2,2000,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79,78,23,8.4,19,From Software,T;
Dragon Quest Monsters 2,3DS,2014,Role-Playing,Square Enix,0,0,0.79,0,0.79,,,,,,;
The Godfather II,X360,2009,Action,Electronic Arts,0.47,0.23,0.01,0.08,0.79,65,72,6.9,60,EA Redwood Shores,M;
Dragon's Dogma,X360,2012,Role-Playing,Capcom,0.42,0.23,0.07,0.06,0.79,75,59,7.8,320,Capcom,M;
Pro Evolution Soccer 2016,PS4,2015,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.79,87,54,7.1,680,Konami,E;
The Amazing Spider-Man (Console Version),PS3,2012,Action,Activision,0.31,0.35,0,0.13,0.79,,,,,,;
Major League Baseball Featuring Ken Griffey Jr,N64,1998,Sports,Nintendo,0.75,0.03,0,0.01,0.79,,,,,,;
Rare Replay,XOne,2015,Misc,Microsoft Game Studios,0.49,0.22,0.01,0.07,0.79,84,75,7.7,325,Rare Ltd.,M;
Band Hero,X360,2009,Misc,Activision,0.51,0.21,0,0.07,0.79,76,52,5,30,Neversoft Entertainment,E10+;
NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0,0.11,0.79,83,6,8.3,23,EA Tiburon,E;
FIFA Soccer 2004,XB,2003,Sports,Electronic Arts,0.24,0.49,0,0.05,0.79,82,20,8.2,23,EA Canada,E;
The Sims 2: Castaway,PSP,2007,Simulation,Electronic Arts,0.08,0.46,0,0.25,0.79,64,5,7.3,18,Maxis,E10+;
Sniper: Ghost Warrior,PS3,2011,Shooter,City Interactive,0.27,0.34,0.04,0.13,0.79,53,17,6,34,City Interactive,M;
Invizimals,PSP,2009,Strategy,Sony Computer Entertainment,0.17,0.5,0,0.11,0.79,69,32,7.3,19,Novarama,E10+;
The 7th Guest,PC,1992,Adventure,Virgin Interactive,0.02,0.77,0,0,0.78,,,,,Trilobyte,T;
WWE 2K15,PS3,2014,Sports,Take-Two Interactive,0.36,0.29,0,0.13,0.78,55,5,3.1,57,Yuke's,T;
Too Human,X360,2008,Role-Playing,Microsoft Game Studios,0.38,0.29,0.03,0.08,0.78,65,80,7,458,Silicon Knights,T;
Yars' Revenge,2600,1982,Shooter,Atari,0.73,0.04,0,0.01,0.78,,,,,,;
Tiger Woods PGA Tour 10,PS3,2009,Sports,Electronic Arts,0.42,0.25,0,0.11,0.78,81,38,7.7,9,EA Tiburon,E;
Secret Agent Barbie: Royal Jewels Mission,GBA,2002,Platform,Vivendi Games,0.56,0.21,0,0.01,0.78,71,4,tbd,,Digital Illusions,E;
Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0,0.05,0.78,,,,,,;
Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,0.67,0.04,0.01,0.06,0.78,85,59,8.1,148,Ubisoft Shanghai,M;
Buzz! The Hollywood Quiz,PS2,2007,Misc,Sony Computer Entertainment,0.17,0,0,0.61,0.78,,,,,,;
Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.78,74,31,8.5,39,CyberConnect2,T;
Golden Sun: Dark Dawn,DS,2010,Role-Playing,Nintendo,0.51,0.09,0.13,0.05,0.78,79,63,8.1,86,Camelot Software Planning,E10+;
Fight Night Champion,X360,2011,Fighting,Electronic Arts,0.4,0.31,0,0.07,0.78,86,59,7.4,105,EA Canada,M;
Marvel vs. Capcom: Clash of Super Heroes,PS,1999,Fighting,Capcom,0.43,0.3,0,0.05,0.78,,,,,,;
Dead Island: Riptide,X360,2013,Action,Deep Silver,0.44,0.26,0.01,0.07,0.78,57,43,6.3,192,Techland,M;
Madden NFL 16,PS3,2015,Sports,Electronic Arts,0.57,0.06,0,0.14,0.78,,,3.1,18,EA Sports,E;
Battle Stations,PS,1997,Strategy,Electronic Arts,0.43,0.29,0,0.05,0.78,,,,,,;
Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,LucasArts,0.61,0.11,0,0.06,0.78,68,10,7.8,32,LucasArts,E10+;
The World Ends With You,DS,2007,Role-Playing,Square Enix,0.49,0.04,0.21,0.04,0.78,88,59,8.9,283,Jupiter Corporation,T;
Drawn to Life,DS,2007,Action,THQ,0.71,0.01,0,0.06,0.78,73,34,8.2,30,5TH Cell,E;
Sid Meier's Civilization Revolution,PS3,2008,Strategy,Take-Two Interactive,0.49,0.19,0.01,0.09,0.78,85,39,7.7,87,Firaxis Games,E10+;
Torneko no Daibouken: Fushigi no Dungeon,SNES,1993,Role-Playing,ChunSoft,0,0,0.78,0,0.78,,,,,,;
Jr. Pac-Man,2600,1983,Puzzle,Atari,0.72,0.05,0,0.01,0.78,,,,,,;
James Bond 007: Nightfire,GC,2002,Shooter,Electronic Arts,0.6,0.16,0,0.02,0.78,80,17,8.6,46,Eurocom Entertainment Software,T;
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,Sports,Nintendo,0.37,0.22,0.13,0.06,0.78,,,,,,;
Goldeneye 007: Reloaded,PS3,2011,Shooter,Activision,0.33,0.33,0,0.12,0.78,72,38,6.3,52,Eurocom Entertainment Software,T;
NBA ShootOut 98,PS,1998,Sports,Sony Computer Entertainment,0.43,0.29,0,0.05,0.78,,,,,,;
Rayman Origins,X360,2011,Platform,Ubisoft,0.38,0.32,0,0.08,0.78,87,55,8.2,209,UBlart Montpellier,E10+;
Galaxian,2600,1982,Shooter,Atari,0.72,0.05,0,0.01,0.77,,,,,,;
Aliens: Colonial Marines,X360,2013,Shooter,Sega,0.36,0.34,0,0.07,0.77,48,47,3.8,449,Gearbox Software,M;
Lips,X360,2008,Misc,Microsoft Game Studios,0.12,0.56,0,0.1,0.77,71,43,7.4,34,iNiS,T;
Andretti Racing,PS,1996,Racing,Electronic Arts,0.43,0.29,0,0.05,0.77,,,,,,;
Caesars Palace 2000: Millennium Gold Edition,PS,2000,Misc,Interplay,0.43,0.29,0,0.05,0.77,,,,,,;
Air Raid,2600,1981,Action,Men-A-Vision,0.72,0.04,0,0.01,0.77,,,,,,;
MadWorld,Wii,2009,Action,Sega,0.45,0.23,0.02,0.07,0.77,81,74,8.6,176,PlatinumGames,M;
Need for Speed: ProStreet,PSP,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.19,0.77,57,14,7.1,19,EA Games,E;
Perfect Dark Zero,X360,2005,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77,81,75,7.3,229,Rare Ltd.,M;
Boxing,2600,1980,Fighting,Activision,0.72,0.04,0,0.01,0.77,,,,,,;
Need for Speed: Porsche Unleashed,PS,1999,Racing,Electronic Arts,0.43,0.29,0,0.05,0.77,78,13,8.5,24,Eden Studios,E;
ABBA: You Can Dance,Wii,2011,Misc,Ubisoft,0.18,0.49,0,0.1,0.77,66,5,tbd,,Ubisoft,E10+;
Avatar: The Game,X360,2009,Action,Ubisoft,0.34,0.35,0,0.08,0.77,,,,,,;
Resident Evil: Operation Raccoon City,X360,2012,Action,Capcom,0.55,0.14,0.03,0.06,0.77,52,56,4.9,330,Slant Six,M;
UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,THQ,0.53,0.18,0,0.06,0.77,70,36,6.5,15,THQ,E;
Crystal Castles,2600,1983,Action,Atari,0.72,0.04,0,0.01,0.77,,,,,,;
Worms: Open Warfare,PSP,2006,Strategy,THQ,0.11,0.43,0,0.23,0.77,70,22,6.6,18,Team 17,E10+;
Puzzler World,DS,2009,Puzzle,Ubisoft,0.41,0.3,0,0.07,0.77,,,tbd,,Ubisoft,E;
Conker's Bad Fur Day,N64,2001,Platform,THQ,0.53,0.22,0,0.02,0.77,,,,,,;
Dragon Warrior I&II,GB,1999,Role-Playing,Enix Corporation,0,0,0.77,0,0.77,,,,,,;
Star Wars Episode II: Attack of the Clones,GBA,2002,Action,THQ,0.55,0.2,0,0.01,0.77,38,14,5,6,David A. Palmer Productions,E;
Conflict: Desert Storm II - Back to Bagdhad,PS2,2003,Shooter,SCi,0.38,0.29,0,0.1,0.77,,,,,,;
Maximo: Ghosts to Glory,PS2,2001,Platform,Capcom,0.38,0.29,0,0.1,0.77,84,33,8.7,16,Capcom,T;
Donkey Kong Country 3,GBA,2005,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77,77,16,8.4,27,Rare Ltd.,E;
All-Star Baseball 2003,PS2,2002,Sports,Acclaim Entertainment,0.38,0.29,0,0.1,0.77,81,15,8.4,17,Acclaim Studios Austin,E;
Unlimited Saga,PS2,2002,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77,45,26,3,29,SquareSoft,T;
Pokemon Dash,DS,2004,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77,46,28,5.9,34,Ambrella,E;
Dragon Ball: Raging Blast,PS3,2009,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77,57,26,7.2,58,Spike,T;
Twisted Metal: Head On,PSP,2005,Action,Sony Computer Entertainment,0.71,0,0,0.06,0.77,79,45,8.2,38,Incognito Inc.,T;
Personal Trainer: Walking,DS,2008,Sports,Nintendo,0.21,0.32,0.17,0.07,0.76,69,6,tbd,,Nintendo,E;
Sonic Unleashed,PS2,2008,Platform,Sega,0.37,0.04,0,0.36,0.76,66,5,6.7,49,Sonic Team,E10+;
Cabela's Deer Hunt: 2004 Season,PS2,2003,Sports,Activision Value,0.37,0.29,0,0.1,0.76,,,9,40,Sand Grain Studios,T;
Formula 1,PS,1996,Racing,Psygnosis,0.18,0.12,0.42,0.05,0.76,,,,,,;
Banjo-Kazooie: Nuts & Bolts,X360,2008,Platform,Microsoft Game Studios,0.32,0.35,0,0.08,0.76,,,,,,;
FIFA 12,Wii,2011,Sports,Electronic Arts,0.15,0.5,0,0.11,0.76,,,,,,;
My Baby Girl,DS,2008,Simulation,Nobilis,0.61,0.09,0,0.06,0.76,,,tbd,,Dancing Dots,E;
Driv3r,XB,2004,Racing,Atari,0.36,0.38,0,0.03,0.76,56,57,4.7,69,Reflections Interactive,M;
Mercenaries: Playground of Destruction,PS2,2005,Action,LucasArts,0.64,0.02,0,0.1,0.76,,,,,,;
The Walking Dead: Season One,PS3,2012,Adventure,Avanquest Software,0.4,0.23,0.03,0.1,0.76,,,,,,;
MTV Celebrity Deathmatch,PS2,2003,Fighting,Gotham Games,0.37,0.29,0,0.1,0.76,,,,,,;
Street Fighter Alpha: Warriors' Dreams,PS,1995,Fighting,Virgin Interactive,0.17,0.11,0.43,0.05,0.76,,,,,,;
ISS Pro Evolution,PS,1998,Sports,Konami Digital Entertainment,0,0,0.71,0.05,0.76,94,4,8.7,40,KCET,E;
Need For Speed: Undercover,PSP,2008,Racing,Electronic Arts,0.23,0.31,0.03,0.19,0.76,52,7,6.8,37,Piranha Games,T;
Metroid Prime Hunters,DS,2006,Shooter,Nintendo,0.57,0.04,0.11,0.06,0.76,85,54,8,188,Nintendo,T;
Bayonetta 2,WiiU,2014,Action,Nintendo,0.32,0.28,0.1,0.06,0.76,91,80,8.2,1217,PlatinumGames,M;
Star Wars Battlefront: Elite Squadron,PSP,2009,Shooter,LucasArts,0.38,0.23,0,0.15,0.76,63,25,8,41,Savage Entertainment,T;
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010,Racing,Sega,0.37,0.32,0,0.07,0.76,,,,,,;
Tony Hawk's Pro Skater 2,N64,2001,Sports,Activision,0.59,0.16,0,0.01,0.76,,,,,,;
Final Fantasy II,NES,1988,Role-Playing,SquareSoft,0,0,0.76,0,0.76,,,,,,;
Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,2002,Misc,Namco Bandai Games,0,0,0.76,0,0.76,,,,,,;
Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005,Role-Playing,Capcom,0.09,0.03,0.62,0.02,0.76,,,,,,;
Doom (2016),XOne,2016,Shooter,Bethesda Softworks,0.44,0.25,0,0.07,0.76,,,,,,;
Syphon Filter: The Omega Strain,PS2,2004,Shooter,Sony Computer Entertainment,0.37,0.29,0,0.1,0.76,65,47,6.9,30,Sony Bend,M;
FIFA Soccer 11,PS2,2010,Sports,Electronic Arts,0.11,0.29,0,0.36,0.76,,,6.6,7,EA Sports,E;
The Sims 3,3DS,2011,Simulation,Electronic Arts,0.3,0.37,0.03,0.07,0.76,52,29,3.3,31,EA Games,T;
Mortal Kombat: Deception,XB,2004,Fighting,Midway Games,0.61,0.12,0,0.03,0.76,81,53,8.8,24,Midway,M;
That's So Raven,GBA,2004,Adventure,Disney Interactive Studios,0.54,0.2,0,0.01,0.76,39,6,7.6,5,Vicarious Visions,E;
DJ Hero,Wii,2009,Misc,Activision,0.45,0.23,0,0.07,0.76,87,22,7.6,19,Exient Entertainment,T;
Toy Story 3: The Video Game,X360,2010,Action,Disney Interactive Studios,0.41,0.27,0,0.07,0.76,,,,,,;
Marvel vs. Capcom 2: New Age of Heroes,PS2,2002,Fighting,Capcom,0.31,0.24,0.13,0.08,0.76,,,,,,;
Portal 2,PC,2011,Shooter,Valve Software,0.33,0.32,0,0.1,0.76,95,52,8.8,5999,Valve Software,E10+;
